,id,document_id,text_1,text_2,annotator_a,annotator_b,annotator_c,annotator_d,annotator_e,mean_label,ClinicalBERT_SIM,BioBERT_SIM,BlueBERT_SIM,BERT_SIM,Sentence_1_SIM,Sentence_2_SIM,Sentence_3_SIM
67,23,24,miR-223 regulates granulopoiesis by a feedback mechanism and is modulated competitively by the transcription factors nuclear factor I/A (NFI-A) and CCAAT/enhancer binding protein-α (C/EBPα) ,There is growing evidence from animal systems that miRNA-regulated transcription factors frequently regulate the transcription of their cognate miRNAs.,1,2,2,2,2,0.4375,0.7938587069511414,0.9109039902687073,0.8723951578140259,0.8327808380126953,0.43232229351997375,0.9236385822296143,0.47660723328590393
68,39,40,"In a previous study in a mouse model of KRas-dependent pancreatic ductal adenocarcinoma, it was shown that oncogenic KRas induces nucleotide biosynthesis largely through the enhancement of the nonoxidative branch of the PPP.",Previous results showed that oncogenic Ras elevates ribonucleotide synthesis largely through the nonoxidative branch of the PPP.,3,3,4,3,3,0.8125,0.8864763379096985,0.9687331318855286,0.9484372138977051,0.9283971786499023,0.5211930871009827,0.9607716798782349,0.699424684047699
69,40,41,"Importantly, RNAi knockdown of Gfpt1 reduced overall O-GlcNAcylation and blocked KrasG12DA-mediated tumor growth in vitro and in vivo.", GFPT1 is the rate-limiting enzyme in the HBP and it has been identified as an important contributor to Kras-driven pancreatic ductal adenocarcinoma (PDAC) ,2,2,2,3,2,0.5625,0.8010575771331787,0.9483621716499329,0.9028227925300598,0.878451943397522,0.5848564505577087,0.9353929758071899,0.34703031182289124
70,46,47,"miR-Vec constructs were described before, and Dnd1 open-reading frames were cloned as described into a pCS2-based CMV expression vector to contain a double carboxy-terminal HA tag. ","The pMSCV-blast-miR plasmids, containing either hsa-miR-376a1 human miRNA or control miRNA (hTR-human telomerase RNA), were constructed as described previously.",1,1,0,2,1,0.25,0.7950465679168701,0.9367066025733948,0.9305928945541382,0.8974475264549255,0.45651087164878845,0.9153042435646057,0.4824267625808716
71,62,63,"Besides these 28 OCT4-regulated genes, the Oct4-OETN included 8 more genes of a recently published list of OCT4-correlated transcripts expressed in ESCs. "," Almost half (37) of the Oct4-OETN genes are known Oct4 companions in ESCs, as their expression is directly regulated by or correlated with Oct4.",2,3,3,3,3,0.6875,0.9098151922225952,0.9629619717597961,0.9475418925285339,0.9243810772895813,0.9057269096374512,0.9729338884353638,0.8304417133331299
72,67,68,"Accordingly, expression of mutant K-Ras alone is sufficient to drive malignant progression, whereas elimination of mutant K-Ras from established tumors leads to tumor regression.",the results of research  represent a very important advance in the long-standing fight to conquer lung cancer. ,0,0,0,1,0,0.0625,0.7631171941757202,0.8834501504898071,0.8093206286430359,0.6216619610786438,0.3445279896259308,0.9097016453742981,0.16544829308986664
73,71,72,"The researchers screened human NSCLC cell lines carrying either wild-type or mutant KRAS with an RNAi library against 7,000 human genes. ","Recently, it was shown that Gata2 fulfills such role in mutant Kras induced NSCLC.",2,2,2,2,1,0.5,0.7787947058677673,0.9212836027145386,0.9035553336143494,0.8047501444816589,0.6069803833961487,0.9228877425193787,0.33885863423347473
74,79,80,"GATA2 is also of considerable interest; genetic ablation leads to tumor regression in mouse models of adenocarcinoma of the lung, and whereas this transcription factor may appear to be the least druggable of targets, its role in regulating the proteasome suggested therapeutic approaches that appear very promising","The GATA2 transcription factor, which is essential for oncogenic K-ras-dependent lung tumor development, binds to the TRAF6 promoter and enhances its expression.",2,2,2,2,1,0.5,0.8418683409690857,0.9226903915405273,0.9272889494895935,0.8728829622268677,0.6417747735977173,0.9511290788650513,0.45860186219215393
75,81,82,"Third, human Wts2 is a phosphorylation target of Aurora-A kinase, and this phosphorylation plays a role in regulating centrosomal localization of hWts2 ( Toji et al., 2004)","Similarly to PLK1, Aurora-A activity is required for the enrichment or localisation of multiple centrosomal factors which have roles in maturation, including LATS2 [ 22] and CDK5RAP2/Cnn [ 23] (see [ 10] for a review)",1,1,1,2,1,0.3125,0.8675700426101685,0.9451121687889099,0.9383466839790344,0.9235252141952515,0.6591832041740417,0.9293538928031921,0.7290181517601013
76,87,88,Centrosomes increase both in size and in microtubule-nucleating capacity just before mitotic entry.,"Functional studies showed that, when introduced into cell lines, miR-146a was found to promote cell proliferation in cervical cancer cells, which suggests that miR-146a works as an oncogenic miRNA in these cancers.",0,0,0,0,0,0.0,0.7292883396148682,0.8892958164215088,0.8621658682823181,0.8081603646278381,0.20766489207744598,0.8735090494155884,0.05919836461544037
77,89,90,The up-regulation of miR-146a was also detected in cervical cancer tissues.,"Similarly to PLK1, Aurora-A activity is required for the enrichment or localisation of multiple centrosomal factors which have roles in maturation, including LATS2 and CDK5RAP2/Cnn.",0,0,0,1,0,0.0625,0.7810190320014954,0.8837430477142334,0.8673527836799622,0.8833218812942505,0.23288188874721527,0.8769695162773132,0.04202476888895035
78,90,91,Necroptosis is also part of host defense against virus infection.,Necrotic death was augmented when caspase activities were compromised by either viral or chemical inhibitors.,2,2,1,3,2,0.5,0.7441869378089905,0.9160173535346985,0.8303669691085815,0.7999213933944702,0.6726974248886108,0.9081207513809204,0.39459219574928284
79,99,100,Oncogenic KRAS mutations are common in cancer.,"Notably, c-Raf has recently been found essential for development of K-Ras-driven NSCLCs.",2,2,1,2,2,0.4375,0.7355762124061584,0.8941407203674316,0.7864662408828735,0.6712906956672668,0.19122092425823212,0.925895094871521,0.6188644170761108
80,6,7,"Recently, it was reported that expression of IDH1R132H suppresses TET2 activity and the mutations of IDH1 and IDH2 genes occur in a mutual exclusive manner with that of TET2 gene in AML ","the mechanism was clarified by yet another genomic survey, this time involving acute myelogenous leukemia (AML). ",1,1,3,2,1,0.4375,0.7250608205795288,0.9076806306838989,0.8249708414077759,0.7279671430587769,0.5142667889595032,0.9172926545143127,0.38788244128227234
81,19,20,"Recently, miR-126 was identified as a metastasis suppressing miRNA that is downregulated in relapsing breast cancer, leukemia, and cervical cancer.","MiR-155 is upregulated in several human tumors, such as chronic lymphocytic leukemia, melanoma, head and neck squamous cell carcinoma, clear-cell kidney cancer , hepatocellular carcinoma, lymphoma, thyroid carcinoma], breast cancer, colon cancer, cervical cancer, pancreatic cancer, and lung cancer.",2,2,2,2,2,0.5,0.8520459532737732,0.9436627626419067,0.8899015188217163,0.8322275876998901,0.7145881652832031,0.9466323256492615,0.6354389786720276
82,21,22,MiR-223 seems to be a target molecule of TFs regulating granulopoiesis.,Feedback loops in which a miRNA-regulated transcription factor regulates the transcription of its cognate miRNA have been described in a number of animals.,1,1,0,2,2,0.25,0.7639039158821106,0.8557046055793762,0.8291571736335754,0.8894281983375549,0.3976175785064697,0.896025538444519,0.4893217086791992
83,22,23,"Furthermore, a very recent study demonstrated the mechanism that specifies myeloid expression of miR-223 and proposed a unique “minicircuitry” comprised of miR-223 and transcription factors, NFI-A and CAAT enhancer-binding protein α (C/EBPα) ",miR-223 regulates granulopoiesis by a feedback mechanism and is modulated competitively by the transcription factors nuclear factor I/A (NFI-A) and CCAAT/enhancer binding protein-α (C/EBPα).,3,4,4,3,3,0.875,0.9233608245849609,0.9621319770812988,0.9565548300743103,0.9003707766532898,0.6803180575370789,0.9668790698051453,0.7465486526489258
84,24,25,"In myelopoiesis, miR-223 has been shown to regulate granulocyte development in both humans and mice.","As shown previously, miR-223 is highly conserved, and its myeloid-specific expression is also well characterized in both human and mouse ",3,3,4,4,4,0.875,0.8434348106384277,0.9399150013923645,0.8805201053619385,0.8743010759353638,0.8138037323951721,0.9600138068199158,0.7455961108207703
85,32,33,"Lung tumour formation in mice by oncogenic KRAS requires CRaf, but not BRaf.",The oncogenic activity of mutant Kras appears dependent on functional Craf  but not on Braf. ,4,4,3,3,3,0.875,0.8307271003723145,0.9506882429122925,0.9471734166145325,0.8676465749740601,0.644966185092926,0.9581970572471619,0.8191305994987488
86,37,38,"All known GEFs reconfigure the nucleotide-binding pocket, often opening it by rearranging the switch regions.",A characteristic of GEFs is their strong preference for binding nucleotide-free over nucleotide-loaded GTPases.,2,2,2,2,2,0.5,0.7880271077156067,0.9360793232917786,0.9132012128829956,0.8842455148696899,0.7323358058929443,0.9288234114646912,0.5750371813774109
87,48,49,"Consequently miRNAs have been demonstrated to act either as oncogenes (e.g., miR-155, miR-17−5p and miR-21)  or tumor suppressors (e.g., miR-34, miR-15a, miR-16−1 and let-7)","The extent to which miRNAs specifically affect metastasis remains unclear, as all the miRNAs reported to affect metastasis also exert potentially confounding influences on primary tumor development, apoptosis, and/or cell proliferation ",3,3,3,3,2,0.75,0.7616559267044067,0.8826184868812561,0.8833630681037903,0.8265199661254883,0.6757925152778625,0.9466312527656555,0.48009639978408813
88,51,52,"To directly measure the effect of endogenous Dnd1 on the activity of endogenous miR-372 family, we used sensor molecules containing the luciferase gene under the control of either wild-type LATS2-3′UTR or a mutant in the 372 target sites ",The 3′UTRs of p27 and connexin-43 were PCR amplified from genomic DNA and cloned into pGL3 (Promega) downstream of the luciferase gene; constructs bearing the LATS2 3′UTR were described.,1,2,2,2,2,0.4375,0.8627291917800903,0.9478285908699036,0.940862238407135,0.9184916019439697,0.4143088161945343,0.9046103358268738,0.4442272484302521
89,56,57,"Alterations in Oct-4 expression promote differentiation and leads to the specification of ectodermal, endodermal or mesodermal primitive progenitors.","Additionally, expression of OCT4 and SOX2 has been shown to affect early differentiation genes such as SOX-17 expression.",2,1,2,2,2,0.4375,0.7817514538764954,0.9055306315422058,0.835680365562439,0.8428769111633301,0.5921455025672913,0.9461567997932434,0.6048930287361145
90,58,59,"It has been shown, however, that ubiquitination of cyclin D1 can efficiently take place following phosphorylation of another site, or without the apparent requirement for phosphorylation.","APC-dependent degradation of cyclin D1 does not require threonine 286 phosphorylation, but the presence of a “cyclin degradation box”, however, as observed in the present study, threonine 286 phosphorylation is essential for proteolytic degradation of cyclin D1 in skin",3,3,3,3,3,0.75,0.8553287386894226,0.9572470188140869,0.9495316743850708,0.9182220697402954,0.5811529159545898,0.9484944939613342,0.6506515741348267
91,63,64,Expression of an activated form of Ras proteins can induce senescence in some primary fibroblasts.,The senescent state has been observed to be inducible in certain cultured cells in response to high level expression of genes such as the activated ras oncogene.,3,4,4,3,4,0.875,0.8820157051086426,0.9379560351371765,0.8675532937049866,0.9059527516365051,0.5806930661201477,0.9621567726135254,0.7632983326911926
92,68,69,Considerable evidence indicates that cancer cells develop dependencies on normal functions of certain genes that can potentially be exploited to improve therapeutic strategies.," In the case of cell response to stress, cyclin D1 can be degraded through its binding to the anaphase-promoting complex and a RXXL sequence located in the NH2-terminal part of the protein.",0,0,0,0,0,0.0,0.774259090423584,0.8744603395462036,0.8322767615318298,0.7811307907104492,0.2947103977203369,0.8907123804092407,0.16466079652309418
93,69,70,"In PC9 cells, loss of GATA6 and/or HOPX did not alter cell growth whereas reduction of GATA2 and EGFR inhibited cell viability as previously reported.",It has been shown that the activities of many regulatory factors of checkpoints are lost or arrested during the process of tumorigenesis. ,0,0,0,1,0,0.0625,0.7407224178314209,0.8859270215034485,0.8476623892784119,0.8630855083465576,0.36203891038894653,0.8963708281517029,0.24877959489822388
94,70,71,A recent study identified the importance of the GATA2 transcriptional network in RAS oncogene-driven NSCLC and suggested effective combinations targeting the proteasome together with IL-1 and Rho-signalling.,"Alternatively, the anaphase promoting complex (APC) is responsible for the rapid degradation of cyclin D1 in cells irradiated with ionizing radiation.",0,0,0,1,0,0.0625,0.8527905941009521,0.9317113161087036,0.9058241248130798,0.8535522818565369,0.36535781621932983,0.9094290733337402,0.20322740077972412
95,80,81,BAF53 and β-actin subunits have been implicated in mammalian SWI/SNF-regulated binding to the chromatin/nuclear matrix.,β-actin and actin-related proteins have been found in the various ATP-dependent chromatin remodeling complexes,3,3,3,3,3,0.75,0.8503848314285278,0.9574857354164124,0.9137974381446838,0.9276662468910217,0.616970419883728,0.9549199342727661,0.7735024690628052
96,82,83,"Changes in miR-146a and miR-146b expression and/or binding have also been implicated in the metastatic and proliferative response associated with the development of papillary thyroid carcinoma (PTC) and cervical cancer, ovarian cancer, breast cancer and pancreatic cancer and prostate cancer.","Additionally, loss of LATS2 stimulated reduplication, an activity comparable to that observed when Cyclin E is overexpressed in the absence of p53",0,0,0,1,0,0.0625,0.7170335054397583,0.901703417301178,0.860891580581665,0.7717366814613342,0.2574510872364044,0.8981330394744873,0.023464525118470192
97,88,89,"With respect to LATS2, it has been reported that LATS2 induces G2/M arrest and subsequent apoptotic cell death.","The expression of miR-146a has been found to be up-regulated in papillary thyroid carcinoma, anaplastic thyroid cancer  and cervical cancer.",0,0,0,1,0,0.0625,0.7383087277412415,0.8834273815155029,0.8796333074569702,0.8488858938217163,0.1631772518157959,0.8787510991096497,0.12047415226697922
98,95,96,"Ironically, Rest has recently been described as both a tumor suppressor and an oncogene.",In human epithelial cells REST has been described as a potent suppressor of malignant transformation and its deregulation has been associated with several non-neural tumors including breast and small cell lung cancers,3,3,3,3,4,0.75,0.8226615190505981,0.9028366804122925,0.8900165557861328,0.8484567403793335,0.6259885430335999,0.9543614983558655,0.6171783804893494
99,96,97,"Alterations in Oct-4 expression promote differentiation and leads to the specification of ectodermal, endodermal or mesodermal primitive progenitors.","OCT4, a transcript of POU5F1, plays a role in maintaining stem cell pluripotency, self-renewal and chromatin structure in stem cells, and promotes tumor growth in a dose-dependent manner.",1,1,1,3,2,0.375,0.8475149869918823,0.9275151491165161,0.8752451539039612,0.8853553533554077,0.5151017904281616,0.9353052377700806,0.4879048764705658
