true_code,text,predicted_code,similarity_score,predicted,in_top_5
E119,DM2 started on Insulin,E1165,0.9107245,0,0
D509,acute on chronic iron deficiency anemia,D500,0.9591917,0,0
K529,enteritis (infectious,A040,0.9412408,0,0
I8290,thrombus in the left atrial,I82412,0.93502563,0,0
I5033,acute on chronic congestive heart failure likely diastolic,I5033,0.99044514,1,1
R109,Abdominal pain with colitis,K521,0.94144356,0,0
I219,acute myocardial infarct,I219,0.9370155,1,1
R000,tachycardia fever,P2911,0.9279367,0,1
D649,acute anemic,E060,0.92306715,0,0
G451,carotid artery disease,G451,0.93919176,1,1
I82411,"Deep venous thrombosis in the right common femoral, profunda femoral, and femoral veins",I82491,0.9497124,0,0
R0902,Hypoxia worsen due to worsening pneumothorax,I2723,0.93496746,0,1
N201,Left ESWL done for  ureteral stone,D3022,0.90340674,0,0
I499,"arrythmia, severe",F302,0.8970328,0,0
E871,hypoglycemia hyponatremia,P7422,0.94060874,0,1
E46,severe protien calorie malnutrition,E440,0.92316926,0,0
R0689,Chronic Respiratory insufficiency with hypoxia,J9611,0.9886388,0,0
I249,acs low risk,Z596,0.8973565,0,0
J852,lung abscess in the right lower lobe,H00032,0.9635264,0,0
M609,inflammatory myositis,M3322,0.9264619,0,0
N179,acute renal failure as well as shock,N178,0.9393302,0,0
L03116,cellulitis on the left foot,L03032,0.9785683,0,1
T783XXA,Angioedema involving the face and lip,L03891,0.90671825,0,0
N179,acute kidney injury in addition to his urinary tract infection,N178,0.93827456,0,0
I739,severe PVD left lower extremity,I87092,0.930341,0,0
M79671,"pain to the posterior heel, an area where the Achilles tendon inserts onto the calcaneus, right foot",M65272,0.9329169,0,0
R1110,vomiting differential includes complication,O218,0.9047599,0,0
R0789,right-sided chest discomfort,M25511,0.93677163,0,0
R0789,bilateral chest wall pain,H5713,0.9219674,0,0
S383XXA,left quadricep tendon tear,S86092A,0.9203134,0,0
K222,esophageal obstruction due to stricture,K222,0.956733,1,1
A35,"tetanus, sutured laceration.",A33,0.9221102,0,0
E119,"diabetes, pancreatitis ",K87,0.9264877,0,0
D696,Thrombocytopenia - DIC,D75828,0.92530084,0,0
N170,ATN from sepsis,A4151,0.9147198,0,0
R911,nodule in the right lower lobe,C3431,0.9415516,0,0
M2140,FLat foot WB left lower extremity,M2142,0.9155091,0,0
M25571,right  ankle pain,M25571,0.9734662,1,1
R6521,Septic shock from pneumonia,R6521,0.9424324,1,1
R1110,vomiting from iV pain,R1111,0.90829754,0,1
I10,"HTN, Cholesterol ",K824,0.90655416,0,0
Z3A01,Intrauterine pregnancy 7 weeks,Z3A08,0.9528459,0,1
E119,"type 2 DM, cardiac",E1159,0.9415561,0,0
J441,"COPD exacerbation, which is deescalated to oral",J441,0.93153644,1,1
K7200,liver shock,A483,0.91582876,0,0
F10239,alcohol withdrawal blood alcohol,F10131,0.9394585,0,0
A64,urethritis will cover for STD,N342,0.9090985,0,0
R070,"throat pain, which could have masked the fever.",R070,0.9346923,1,1
J1282,COVID-19 pneumonia with IV steroids,U071,0.9159353,0,0
M5430,persistent sciatica,R403,0.9105291,0,0
R233,petechiae on the right foot middle toe,M7741,0.9253701,0,0
K5792,acute diverticulitis with perforation,K261,0.96348464,0,0
G9340,encephalopathy from urinary tract infection,P393,0.9335722,0,0
B9561,staph aureus infection,G003,0.9297235,0,1
E119,"Dm, dementia BIB family for difficulty ",F02A18,0.89832157,0,0
R1110,vomiting can be associated with gastroenteritis,K5281,0.92118406,0,0
Z3A19,19 weeks pregnant,Z3A19,0.9885234,1,1
R21,acute onset of rash,R21,0.91258633,1,1
Z8739,left knee osteomyelitis,H05022,0.9581499,0,0
M5080,herniated disc in neck,M5117,0.9243498,0,0
R197,recurrent epidodes of bloody diarrhea,A0471,0.9081818,0,0
U071,"COVID infection, pneumonia.",J1281,0.94148517,0,0
M19012,"End stage arthritis, left shoulder",M05612,0.94453716,0,1
M869,osteomyelitis head 4th metatarsal R foot,S92341D,0.9261776,0,0
G9341,Metabolic encephalopathy due to significant hyponatremia,G9341,0.9455857,1,1
Q613,polycystic kidney disease diabetes,Q612,0.9431948,0,0
R161,moderate splenomegaly,R161,0.9137523,1,1
I4581,Harmony heart,R12,0.87624174,0,0
N179,"Acute kidney injury, the patient likely has chronic kidney disease",N181,0.9456116,0,0
G8220,"chronic paraplegia,   Colostomy",K9409,0.9239718,0,0
I4891,"atrial fibrillation, myocardial",I236,0.92653847,0,0
R42,"multiple:  dizziness, left shoulder",M93812,0.92422473,0,0
I4430,First-degree atrioventricular block,I440,0.99320126,0,0
A419,infection sepsis,A403,0.9386356,0,0
E119,Diabetes -Hypertension,E1021,0.9307513,0,0
F22,paranoia,F200,0.93984944,0,0
Z8673,"diabetes"" CVA",E1059,0.903623,0,0
I959,hypotension - from septic shock,I953,0.9393919,0,0
U071,Multiple Covid,I088,0.9017426,0,0
I2699,Acute Rt sided Pulmonary embolism,I82441,0.9367701,0,0
C189,colonic neoplasm,D122,0.95287764,0,0
M10072,"Gout, left foot",M10072,0.95495415,1,1
I82409,DVT BLE- CT-Angio of abdomen,K31811,0.93033105,0,0
L89154,Coccygeal pressure ulcer,L89150,0.90538484,0,0
F419,"anxiety, depression for years.",F064,0.9294508,0,0
I618,intraparenchymal hemorrhage in the right thalamus,I610,0.9255449,0,0
N200,kidney stone in the kidney,N202,0.9409499,0,1
I10,Acute pancreatitis    hypertension,K860,0.93126476,0,0
M48061,Severe lumbar spine stenosis,M4807,0.9457196,0,0
M009,septic arthritis given the absence,R6520,0.92470855,0,0
R5381,malaise from anxiety,R5381,0.92362666,1,1
R55,syncope due to bradycardia,R55,0.9180529,1,1
R202,parasthesia,G4759,0.9166479,0,0
H169,corneal inflammation,H16312,0.9180677,0,0
R609,septal edema,G936,0.9046561,0,0
B9620,e.coli,A4151,0.94689393,0,0
A419,sepsis with significant leukocytosis,R6521,0.9377712,0,0
N492,infection of the scrotum,N492,0.9459475,1,1
R112,N/V. Pt states only pain,T85840A,0.90657276,0,0
E8770,Fluid overload with moderate,E8779,0.94137,0,1
Z992,intermittent hemodialysis,M12452,0.9169096,0,0
B551,mild sore,F320,0.91195935,0,0
M5080,Lumbar spine confirmed disc herniation,S330XXD,0.92395926,0,0
N186,peritoneal dialysis for ESRD,Z4932,0.9112009,0,0
E875,renal for hyperkalemia,E875,0.9486637,1,1
M069,severe rheumatoid arthritis,M06012,0.9329455,0,0
K420,incarcerated umbilical hernia with slight,K429,0.9302263,0,1
N139,pelvis = B obstructive uropathy,N139,0.9472915,1,1
G9341,metabolic and toxic encephalopathy urinary tract infection,G9341,0.9365616,1,1
R042,Hemoptysis  secondary to bronchitis,J201,0.9580853,0,1
R0902,sepsis v hypoxic,R6521,0.9185295,0,0
C4491,basal cell carcinoma of the scalp,C4441,0.9880192,0,0
E119,diabetes is poorly controlled,E11638,0.92763805,0,0
I509,"heart failure, end-stage renal disease.",N186,0.971958,0,0
Z992,dialysis patient was started back,Y841,0.88867563,0,0
B952,Infection due to enterococcus,A4181,0.9728124,0,1
I609,Stable subarachnoid hemorrhage,P525,0.9171568,0,0
I609,subacute to chronic subarachnoid hemorrhage,S066X5S,0.9397358,0,0
H9190,"hearing loss, paresthesia ",R202,0.93785906,0,0
N186,End stage renal disease nephrology consulted for continuation of hemodialysis,N186,0.93891984,1,1
B379,Chronic Bilateral axillary Candida infection,I82A23,0.9323866,0,0
R1013,epigastric abdominal pain associate with nausea,R1013,0.95717853,1,1
R21,rash of infectious,L303,0.9253608,0,1
R0789,"chest discomfort, diarrhea.",R071,0.92941827,0,1
N433,hydrocele without complications,N432,0.9117091,0,1
B9562,left knee wound infection due to MRSA,M00862,0.9489658,0,0
G4730,"sleep apnea, anxiety.",G4739,0.9201319,0,0
K8020,multiple gallstones,M6529,0.91510206,0,0
M545,low back pain which is across her back,M5459,0.95151865,0,0
R7881,Bacteremia caused by Serratia,A4153,0.970209,0,1
R091,"pleurisy, pulmonary",R091,0.9621202,1,1
N179,chronic kidney disease acute on chronic renal failure,N181,0.95106936,0,0
M7989,swelling to toe,M79675,0.92393947,0,0
O24319,type 1 diabetes,E1065,0.971998,0,0
B965,Abscess culture grew Pseudomonas,J851,0.9159595,0,0
Q2730,stable large developmental venous anomaly,Q269,0.9072709,0,0
R0602,congestion shortness of breath,R0602,0.95559955,1,1
I498,"arrhythmia, hypertensive ",I110,0.943315,0,0
K30,intermittent gi upset,H40231,0.89760876,0,0
I639,cerebrovascular accident in the right cerebellum,I63441,0.9484894,0,0
J189,left side pna,M5432,0.9021436,0,0
R1110,"vomiting, pancreatitis ",K910,0.9155634,0,0
B958,staph infection left leg,M00052,0.93076557,0,0
R42,Dizziness is intermittent,R42,0.91878355,1,1
S80212A,abrasion over the left knee,S80212D,0.9687191,0,1
I82409,DVT treatment with anticoagulation,Z7901,0.91457164,0,0
M47899,degenerative spondylosis of the spine,Q777,0.940113,0,0
M542,lateral neck pain,S53145S,0.91072094,0,0
R17,Total bilirubin elevated,E7841,0.9196643,0,0
E119,DM2 - hyperglycemia,E1165,0.95689285,0,0
M5126,L4/5,S33140D,0.90010166,0,0
G8929,"chronic back pain, numb toes",M79675,0.9389912,0,0
I9589,acute hypotension pneumothorax,J9801,0.9159038,0,0
Z3A08,estimated gestational age of 8 weeks,Z3A08,0.9748509,1,1
M5410,nerve radiculopathy,M5417,0.9555223,0,0
U071,COVID pneumonia -  on steroids,J1281,0.8969486,0,0
R109,abdominal pain acute,R100,0.973088,0,0
D500,anemia gi bleeding,K2901,0.9204099,0,1
R1110,"vomiting , diarrhea- gastroenteritis ",K5229,0.9321715,0,0
I7300,Raynaud's syndrome,I7301,0.9488588,0,1
S73005A,Dislocation of left hip,M24452,0.96103776,0,0
B9620,Sputum culture is growing E. coli,J155,0.89070356,0,0
Z86718,"DVT, Continue coumadin 8mg PO qhs ",Z7901,0.90645015,0,0
N2889,renal congestion,R0981,0.92816544,0,0
R569,"Seizures, Sleep Apnea ",G4739,0.92472154,0,0
I8290,thrombus with deep vein thrombosis,I82599,0.93564224,0,0
E119,"diabetes, arthritis ",E08618,0.9477551,0,0
G8929,back pain acute on chronic,R3982,0.92896986,0,0
C73,goiter,E071,0.91754514,0,0
G20,dementia as well as Parkinson's disease,F02A2,0.9409902,0,0
M79601,Right neck and arm pain,M79601,0.9680392,1,1
N189,CKD: persistent,N184,0.91371125,0,0
E119,IDDM with multiple,M6019,0.9117872,0,0
E6601,"morbid obesity with ""cellulitis to my left leg",L03112,0.94613886,0,0
Z8781,left subtrochanteric hip fracture,S7222XS,0.9659185,0,0
J9601,Acute hypoxic respiratory failure requiring 8-10 liters high flow nasal,J9601,0.9304169,1,1
S82009A,"knee, weakness and patellar fracture",R531,0.9211786,0,0
K219,GERD who was accompanying of her having a intermittent,K2101,0.8940854,0,0
K709,Alcoholic liver disease: will get liver,K700,0.9381044,0,0
J1282,covid PNA presents for reported hypoxia,Z8616,0.8809413,0,0
R269,gait impairment,R2689,0.93868184,0,1
R55,Near syncope likely secondary to alcohol intoxication,E244,0.90372133,0,0
L0390,Cellulitis of  left great Toe,L03032,0.9899124,0,0
N390,UTI w sepsis,A4151,0.9073407,0,0
M79672,pain in the left lower extremity and left foot,M79662,0.9804725,0,1
D649,"anemia, depression ",D508,0.937822,0,0
L0390,"cellulitis, gout ",L03211,0.93669957,0,0
M264,severe malocclusion,M26212,0.9228116,0,0
I10,asymptomatic HTN,R3121,0.94288945,0,0
R079,chest pain and left arm,M79602,0.9722185,0,0
S383XXA,avulsed,S080XXD,0.9097005,0,0
M546,rt sided upper back pain,M79621,0.94426244,0,0
N179,AKI on CKD: improved renal,D631,0.9024651,0,0
U071,COVID-19 infection is severe,U071,0.9391808,1,1
I2699,Acute right pulmonary embolism,I50811,0.9566531,0,0
R092,Acute respiratory arrest,R092,0.97136295,1,1
M25519,back and shoulder pain,M25512,0.9551674,0,0
C7A090,esophageal and pancreatic carcinoid tumor,C7A092,0.94321233,0,0
M79603,pain on the upper extremity,M79622,0.9718008,0,0
R0603,hypoxia  acute respiratory distress,J9601,0.9733346,0,1
J948,Left Hydropneumothorax,N1339,0.9079278,0,0
I10,Hypertension Blood pressure is stable,R030,0.91708547,0,0
J029,"sore throat, fever ",R070,0.91478497,0,0
M1610,hip degenerative joint disease,M162,0.93593913,0,0
R079,chest pain #2 angina,R0789,0.931726,0,0
D259,abscess verus uterine fibroid,N764,0.9245119,0,0
M7989,right side leg swelling,M79604,0.9406166,0,0
Z87891,smoking addiction admitted with progressive,G1222,0.89089924,0,0
I4891,AFib - episodes of bradycardia,I480,0.90866405,0,0
M24559,contracture of the hip,M24552,0.96471906,0,0
R0602,SOB - mild,F50810,0.91871846,0,0
N179,"acute kidney injury, acute",N178,0.94873,0,1
H9202,ear pain ] tiny mark left cheek,H70092,0.9004842,0,0
R4020,coma and become terminal,K7211,0.9173455,0,0
M00852,septic arthritis left hip,M00052,0.95880294,0,1
J45909,asthma seen in ED for left sided back,M79602,0.9109328,0,0
I6200,"subdural hematoma, hypokalemia ",E876,0.9283811,0,0
A419,Sepsis secondary to abscess,A403,0.9396291,0,0
I639,"stroke, gastrostomy tube feeding with infected",K9422,0.9443034,0,0
I2510,therapy at home for three-vessel CAD,Z8249,0.87857527,0,0
J9601,Acute hypoxic respiratory failure congestive,J9601,0.9700115,1,1
B551,sore throat- viral,B085,0.9106407,0,0
K430,Incarcerated incisional hernia anterior,K431,0.92617625,0,1
R42,Benign Poistional Vertigo,H8112,0.9487348,0,0
N189,CKD with chronic,E1122,0.93783474,0,0
D649,severe anemia leukemia,D630,0.9208629,0,0
K8020,right upper quadrant demonstrated cholelithiasis,R1011,0.9371451,0,0
R1110,vomiting syndrome,R1111,0.91962475,0,0
I5181,Mild LV dysfunction,F320,0.92782843,0,0
M25562,Mild pain in bilateral knee,M25562,0.9538495,1,1
R6884,transient jaw pain,R6884,0.9492909,1,1
G4730,sleep apnea which is also contributing to the patient's hypoxia,I2723,0.9323935,0,0
N281,cyst in L kidney,N281,0.9231425,1,1
J189,Right upper lope PNA,R1011,0.89545274,0,0
J939,pneumothorax although the lung,J9383,0.943992,0,1
R112,Intractable nausea and vomiting lead,R110,0.92028606,0,1
Z7401,bedridden,W06XXXS,0.8993541,0,1
B965,left knee grew Pseudomonas,M25562,0.9217624,0,0
E119,DM2 -type 2,E11620,0.921135,0,0
M1990,arthrosis of the right glenohumeral joint,M05611,0.9531702,0,0
J189,pneumonia with gastroenteritis- diarrhea,J155,0.9304981,0,0
N186,ESRD on hemodialysis,D631,0.9217156,0,1
K812,"Acute and chronic cholecystitis, cholelithiasis.",K812,0.97149366,1,1
R251,intermittent hand tremors,M12442,0.9265372,0,0
L03114,left arm  cellulitis,L03114,0.95666975,1,1
Z8619,Hepatitis C with cirrhosis,B150,0.9502742,0,0
R162,Hepatosplenomegaly  Cholelithiasis,K764,0.9202466,0,1
I2510,atherosclerosis noted on the arterial,I708,0.9478456,0,0
E0590,subclinical hyperthyroidism,E02,0.9538666,0,0
I119,Hypertensive heart disease with congestive heart failure,I110,0.9826654,0,1
R609,edema of bilateral LE,H05223,0.95259464,0,0
L089,first toe infection,T25132A,0.9304104,0,0
E872,respiratory acidosis with hypoxia,J9601,0.966954,0,0
R21,subacute rash,R052,0.93684626,0,0
S92912A,left fifth toe fracture,S92352K,0.9534045,0,0
L739,"folliculitis, abscess ",K122,0.9339865,0,0
K029,Dental Caries - chronic,K027,0.932344,0,0
R21,Mild red rash,R21,0.91185516,1,1
U071,coronavirus multifocal pneumonia,J1282,0.92038083,0,0
R739,insulin dependent) hyperglycemia,E1065,0.94146717,0,0
L089,infection right foot 3rd toe,L03031,0.924814,0,0
Z3A01,07 weeks pregnant,Z3A17,0.9661054,0,0
R066,hiccups,R066,0.9341541,1,1
J90,pleural effusion with superimposed gram-negative,J1569,0.9248771,0,0
I4891,A fib w/RVR,M89263,0.89743966,0,0
R609,edema to right foot,H05221,0.95840883,0,0
N186,ESRD - MWF dialusis will arrange HD,Z992,0.87392855,0,0
R609,left parietal edema,H05222,0.9211941,0,0
K623,"rectum prolapse again, still in pain",K623,0.93386936,1,1
R399,urinary symptoms of infection,Z87440,0.9379279,0,0
H5462,loss of vision left eye due to injury,H53132,0.952846,0,0
I629,"intracranial hemorrhage, clavicle",P108,0.91513103,0,0
E869,stable loss of fluid,D500,0.8885329,0,0
A419,Pyelonephritis and sepsis due to urinary tract,A4152,0.9400707,0,0
N179,acute versus chronic renal injury,N12,0.94541925,0,0
E119,"DM, gastritis ",K3189,0.9170089,0,0
A419,"sepsis, stable",R6521,0.91773134,0,0
K089,acute Dental pain  tooth,K044,0.92676646,0,0
M1990,osteoarthritis B knees,M179,0.9377332,0,0
G629,cervical neuropathy mild,N870,0.94228303,0,0
Q776,humerus fibroud dysplasia,M89222,0.9233332,0,0
M4856XA,L3 and L5 compression fracture,S32032K,0.9302032,0,0
L03317,cellulitis over the right buttock,L03317,0.9750109,1,1
I5020,mild systolic heart failure,I5022,0.9360076,0,0
B9562,MRSA left hip,M00052,0.9489387,0,0
E860,dehydration to gastroparesis,K3184,0.94127834,0,1
J9691,hypoxic respiratory failure with tachycardia,J9601,0.94881725,0,1
N400,"BPH, depression.",F3130,0.91084135,0,0
R509,fever.Pt has pain,G8911,0.9154763,0,0
M1990,severe osteoarthritis of the tibiotalar joint,M19272,0.9253534,0,0
F1910,drug abuse,F558,0.93058234,0,0
R569,acute seizure activity,G4089,0.90254873,0,0
K37,uncomplicated appendicitis,K36,0.9150181,0,0
J9600,acute resp failure secondary to  cardiac arrest,J9601,0.93020797,0,1
F10231,"alcohol withdrawal, acute delirium tremens.",F10131,0.96104586,0,1
L089,right fourth toe infection,L03031,0.9342637,0,0
E8770,volume overload with mild,E861,0.90878046,0,1
D649,anemia -CT brain,D631,0.9182784,0,0
Z9981,Dependence on supplemental oxygen,Z9981,0.99999976,1,1
K831,"Mirizzi syndrome, common bile",P591,0.909055,0,0
I249,acs in tonight episode [x] Cardiac,I2121,0.9006162,0,0
E119,"T2DM, asthma (dx ",E11620,0.9107828,0,0
M659,"synovitis, right knee",M67361,0.9669683,0,0
R509,left side- seems like fever,M79672,0.9233707,0,0
A419,Sepsis secondary to Cellulitis of left lower Extremity,L03116,0.96398735,0,0
J069,URI sx - notes daily AM headache,G4452,0.8969614,0,0
J441,Chronic obstructive pulmonary disease exacerbation due to Flu,J441,0.95442253,1,1
L03211,left side facial cellulitis,L03012,0.954947,0,0
A419,breast w- sepsis,A401,0.9113952,0,0
R109,abdominal pain improved with IV pain,R10814,0.8996005,0,0
K5900,"Constipation, Fecal Impaction ] ",K5641,0.94562584,0,0
E785,"dyslipidemia, rotator cuff",M75102,0.90563387,0,0
Z794,Diabetes: on insulin,E1065,0.9215478,0,0
Z794,insulin-requiring diabetes,E1065,0.9197398,0,1
R079,"chest pain, peripheral edema.",R0789,0.9222224,0,0
R112,"n/v, diarrhea.",R197,0.9092369,0,0
M79604,pain in right leg,M79604,1.0,1,1
A4901,Wound biopsy culture growing MSSA,T86822,0.88851404,0,1
R197,diarrhea which did stop the diarrhea,K580,0.9006888,0,1
Z87312,multiple chronic compression fractures in thoracic,M96A3,0.9374616,0,0
D72829,Leukocytosis patient reports finishing 1 week of steroids,Z7964,0.9014366,0,0
M419,"scoliosis, rectal",M4184,0.91899586,0,0
R200,numbness to the corner of the lip,M79662,0.89616275,0,0
K8590,pain medicines for pancreatitis,K8530,0.9120854,0,0
E039,"hypothyroidism, malnutrition.",O252,0.9230579,0,0
M869,osteomyelitis of the left foot fifth metatarsal,S92352D,0.95268434,0,0
N186,"ESRD, inability to access dialysis",Z91158,0.92159986,0,1
Z8739,osteomyelitis right tibia,H05021,0.960467,0,0
R079,chest pain secondary to angina,R0789,0.9365314,0,0
I2720,moderate  pulmonary HTN,P9162,0.9082818,0,0
M4800,Stable severe central canal stenosis,H04543,0.92514634,0,0
K3580,"Acute appendicitis, incisional hernia ",K432,0.9332938,0,0
Z8673,mild peri-scar ischemia,P9161,0.9049259,0,0
B80,Pinworm infestation,A670,0.9053705,0,0
M869,Osteomyelitis LSpine L5-S1,M4626,0.9332881,0,0
E8770,volume overload from kidney,N2881,0.91949344,0,1
L02412,abscess under the left axilla,L02412,0.9578425,1,1
M1990,arthritic changes noted in the right shoulder joint,M05611,0.9555299,0,0
D179,Right wrist lipoma,M25532,0.9313559,0,0
L8990,chronic decub,R053,0.91202533,0,0
K668,Pneumoperitoneum pelvis,K661,0.9289334,0,0
J939,Right-sided apical pneumothorax,P251,0.9073872,0,1
K8020,gallbladder did show cholelithiasis,K8064,0.9220974,0,1
I4891,"afib, CKD among other ",D631,0.9127998,0,0
R739,hyperglycemia on steroids,E0965,0.91682315,0,0
H9201,right ear pain,M25521,0.9614655,0,0
R1900,dyspnea abdominal swelling,R1904,0.92289686,0,0
A419,Sepsis pneumonia,A403,0.9521003,0,0
K580,IBS,K588,0.90738314,0,1
M79669,pain in the distal leg,M79604,0.93589836,0,0
M179,knee - mild djd,M170,0.9040384,0,0
R252,spasm that started yesteday late,R252,0.9068911,1,1
J189,Pneumonia with hallucinations,J151,0.92296624,0,0
K921,"tarry stools, chest",R071,0.9088809,0,0
Z3A18,18wks pregnant,Z3A18,0.96086866,1,1
S6290XA,fracture noted pup withn a Velcro wrist,S62102K,0.8975479,0,0
R7881,bacteremia is due to pneumonia,J14,0.9479587,0,1
J189,community acquired pneumonia Progression of ch allograft nephropathy,J1281,0.8920437,0,0
M4802,C4-C7 cervical stenosis,S14124D,0.9468804,0,0
K449,Stable large hiatal hernia,Q401,0.9145936,0,0
I38,valve stenosis,J386,0.9443073,0,0
R252,generalized body cramps,R1084,0.92467415,0,0
L8990,"decubitus ulcers, chronic",L97429,0.91999114,0,0
C7650,knee sarcoma,C224,0.9142914,0,0
G2581,restless leg syndrome,G2581,0.9962599,1,1
I5022,"Heart failure, chronic systolic",I5022,0.98524773,1,1
E1122,advanced diabetic kidney disease,E1122,0.94572127,1,1
Z9115,noncompliance with a regular dialysis,Z91158,0.9586042,0,0
L8990,chronic bilateral pressure ulcers,I87313,0.9410854,0,0
E119,"diabetes mellitus, coronary vascular",E1159,0.9395901,0,0
K5790,moderate sigmoid diverticulosis,K5731,0.9157171,0,0
S383XXA,laceration right arm,S45011D,0.9391883,0,0
M1612,osteoarthritis of the left hip,M1612,0.96901774,1,1
E662,Morbid obesity with alveolar hypoventilation,E662,0.99110985,1,1
K56609,"Leukocytosis secondary to the small-bowel obstruction, atelectasis",A4151,0.9274621,0,0
E119,diabetes is diet controlled,O24410,0.9426429,0,0
R739,hyperglycemia related to steroids,E0965,0.9276353,0,0
M79661,pain in right calf,M79604,0.9599771,0,0
S7291XA,fracture to right femur,M96661,0.94918513,0,0
R0789,hypertension as well as left-sided chest pain,I2722,0.9393279,0,1
G932,"intracranial pressure, bradycardia and elevated hypertension",G96810,0.92143404,0,1
M25559,pain radiating to the hip,M25552,0.9417316,0,0
R002,"palpitations (""like heart",R002,0.95894086,1,1
K7290,"liver failure, respiratory ",P285,0.92392623,0,0
I10,HTN due to ESRD,I151,0.93142235,0,0
L03113,Right upper extremity/antecubital fossa cellulitis,L03113,0.9675138,1,1
R42,"dizziness, nausea ",R110,0.94205046,0,1
M4310,Mild anterolisthesis of C6,S14136S,0.9233923,0,0
F1020,chest as he was running aftr heavy drinking,S225XXD,0.8768856,0,0
L910,keloid,L730,0.96310425,0,0
R21,rash in groin,L02214,0.923238,0,0
G629,neuropathy seen in ED for interemittant rectal,G990,0.90543556,0,0
M79605,pain down left leg,M79662,0.96624094,0,1
Z8739,osteomyelitis -rt calcaneus,M4621,0.92414886,0,0
M7989,swelling in his legs and scrotal,N5082,0.92583835,0,0
Z992,ESRD with hemodialysis,D631,0.92287207,0,0
K047,right maxillary periapical abscess,K046,0.9470005,0,1
I2781,acute cor pulmonale,I2781,0.95965725,1,1
S99912A,injury several days ago to left ankle,S99812D,0.95230854,0,0
M79606,pain to L leg,M79662,0.94537,0,0
J029,Pharyngitis stable,J312,0.919171,0,0
B349,viral illness related diarrhea,A0839,0.932319,0,0
R58,Ecchymosis around the eyes and the face,R233,0.9141132,0,0
M4310,focal spondylolisthesis,M4319,0.919274,0,0
R0600,PND and leg,M9111,0.89316726,0,0
I82412,DVT of left femoral vein,I82412,0.9600185,1,1
R079,"CP, ischemic evaluation tomorrow.",I255,0.8964806,0,0
A419,sepsis due to Streptococci,A403,0.98072624,0,0
M4306,spondylolysis at L5,M4306,0.9595989,1,1
S0181XA,laceration vertically on the forehead,S0182XD,0.92632663,0,0
B952,wound culture grew Enterococcus,A4181,0.9005537,0,1
M79605,pain in left leg and knee,M25562,0.99086004,0,1
I429,chronic component to his cardiomyopathy,I5022,0.93395096,0,0
U071,COVID pneumonia Hypoxia,J9601,0.91125745,0,0
M722,Chronic Plantar Fasciitis,M722,0.92141783,1,1
J441,COPD exacerbation: Agree with IV Steroids,Z7951,0.9087795,0,1
B029,Left side facial shingles,S0452XD,0.9078713,0,0
E890,"thyroidectomy, on thyroid",D093,0.91543937,0,0
L408,psoriasis,L400,0.9748349,0,1
J9811,bibasilar atelectasis  Transitional anatomy of the lumbar spine,M4315,0.9065135,0,1
U071,multiple family members had COVID,Z8616,0.8992746,0,1
S383XXA,Wound Description: 0.25 cm  linear laceration,S81812S,0.91432667,0,0
S91309A,open wound,S01502D,0.91888255,0,0
I878,multiple phleboliths,M6529,0.91200536,0,0
M009,Left knee infection due to methicillin-resistant staphylococcus aureus,A4102,0.9606867,0,0
E669,"obese, rounded abdomen",R100,0.90213823,0,0
I96,gangrene  to right fourth toe,N493,0.93267924,0,0
I499,cardiac electrical arrhythmia,I498,0.92218596,0,1
I214,"Non-ST elevation myocardial infarction, acute systolic",I214,0.9510298,1,1
R0602,SOB associated with the pain,T85840A,0.8954587,0,0
I10,"HTN, bilateral knee",M170,0.9369024,0,0
M436,stiff neck,G2582,0.9311621,0,0
R5381,moderate to severe debility,N184,0.9134062,0,0
R109,acute pancreatitis as he has the classic abdominal pain,R100,0.93721235,0,0
K8020,gallstone in gallbladder neck,K82A1,0.93862677,0,0
R109,acute abdominal pain generalized,R1084,0.98395336,0,0
G9520,cord compression,G9529,0.9514901,0,0
R4182,ACUTE AMS,R051,0.9160593,0,0
J189,Mild patchy pneumonitis,J84114,0.90861577,0,0
R0902,recurrent episodes of hypoxia,J9621,0.9206771,0,0
I6200,subdural hematoma anterior to the left,H59342,0.9280832,0,0
R4182,"Altered mentation, likely uremic encephalopathy",G9341,0.91624624,0,0
C6290,testicular cancer,C6211,0.92202353,0,0
U071,Acute COVID infection with chills,A920,0.9302125,0,0
R234,Skin thickening and subcutaneous fat,L987,0.9241047,0,0
I2510,nonobstructive CAD,N110,0.91510975,0,1
J189,strep pna,J020,0.88658965,0,0
N201,right ureteral stone at the level of the bladder,N132,0.91862285,0,1
F329,Depression: Stable,F320,0.93167794,0,0
E872,Lactic Acidosis -2/2 Cardiac arrest,E8721,0.90917903,0,0
N189,CKD peripheral,H18463,0.89249605,0,0
S300XXA,"abdominal wall contusion, back",S301XXS,0.9648755,0,0
I4901,Vfib cardiac arrest,I4901,0.92548555,1,1
K760,"fatty liver, infection.",K760,0.9329734,1,1
D649,"Anemia, Acute on Chronic",D500,0.937613,0,0
N329,bladder lesion,D303,0.9273017,0,0
E870,Severe hypernatremia,P7421,0.95152366,0,1
I252,"myocardial infarction, congestive heart failure.",I5021,0.9384242,0,0
R627,ESRD - failure to thrive,R6251,0.92400765,0,1
I639,CVA x 2 (during brain,S06335S,0.8973994,0,0
N823,Symptomatic rectovaginal fistula,Q522,0.9324039,0,0
R600,left knee and she also has leg edema,M25562,0.9444142,0,0
R0602,"Shortness of breath, likely from her significant anemia",R0602,0.9556035,1,1
